"app_download_key","platform","download_ts","user_id","signup_ts","age_range"
"a3bf71be5243c351dc3a20c5cccecc3b","ios","2021-01-02 09:14:12","100068","2021-01-02 17:40:12","18-24"
"bc991dc9e5ba87316bb24e48074bae5b","android","2021-01-02 09:32:32","100069","2021-01-02 17:03:32","35-44"
"11bfebde64ad7863e2d81cf6bfccf6f5","ios","2021-01-02 09:54:20","100070","2021-01-02 15:11:20","25-34"
"cfc8e3b10a83ef346c52debbd1fc220b","ios","2021-01-02 10:10:14","100071","2021-01-03 11:41:14","25-34"
"17cfde79ddb4ba788a6bc2ac08b16bca","android","2021-01-02 10:38:42","100072","2021-01-02 22:07:42","35-44"
"56dd5cb930189a845856c6f4f8c6b2cf","ios","2021-01-02 10:43:16","100073","2021-01-03 07:13:16","45-54"
"c8729e5834afde8699c8e51cc7ac0b47","web","2021-01-02 11:49:58","100075","2021-01-02 23:03:58","35-44"
"0da150b54bd500a880537de434fd946a","android","2021-01-02 11:56:47","100076","2021-01-03 16:10:47","45-54"
"bc526c2847d1cedf605d3c1f53999e8a","ios","2021-01-02 11:59:04","100077","2021-01-04 06:12:04","25-34"
"c27cb93b4065fbf642ec7603868f3518","android","2021-01-02 12:14:53","100078","2021-01-02 13:01:53","35-44"
"4fcd38effc7da86cf5bc559d05a07ce2","ios","2021-01-02 12:25:14","100079","2021-01-03 07:11:14","45-54"
"7ecae9ad36cb21a87b88d40d76d59608","web","2021-01-02 14:14:53","100081","2021-01-03 08:42:53","25-34"
"fa5c1e237bf2dcb90f3780c29ceed495","ios","2021-01-02 14:15:08","100082","2021-01-03 23:46:08","18-24"
"a662947a4189cae9c8ebf401cc6d504f","web","2021-01-02 14:21:40","100083","2021-01-04 08:21:40","35-44"
"4b731c59d4f555081b3d25a1e297a5e9","ios","2021-01-02 14:43:53","100084","2021-01-03 03:09:53","35-44"
"46f846f4aaefa787de3dcf5014863ee2","web","2021-01-02 15:05:43","100088","2021-01-03 10:34:43","25-34"
"e7a816ad8fe2554f07f5f76fd32403b6","ios","2021-01-02 15:42:22","100089","2021-01-03 20:47:22","35-44"
"01947025543a601b7c48c8662a5cb0a5","ios","2021-01-02 16:47:31","100091","2021-01-02 18:24:31","35-44"
"f425b3f386a7f7fa7aa84f0ffdb986a2","ios","2021-01-02 17:23:49","100092","2021-01-04 16:12:49","35-44"
"7d7d5ffae8b89ef3b11fea7931691862","android","2021-01-02 17:38:30","100093","2021-01-04 12:42:30","35-44"
"455b22854d340ddd9923869a6b348b84","ios","2021-01-02 17:43:22","100094","2021-01-04 16:26:22","25-34"
"f3026adaffcd75e984a3a19541838023","android","2021-01-02 19:00:40","100095","2021-01-03 08:51:40","45-54"
"e7c87aead9c6072a0da032465a6d00d3","ios","2021-01-02 19:16:47","100096","2021-01-03 03:29:47","35-44"
"2710f8e83f74ac31e048c68bffdff362","web","2021-01-02 19:39:29","100097","2021-01-04 16:08:29","35-44"
"b0e510704219d1455b337af2e6e10639","android","2021-01-02 19:39:31","100098","2021-01-04 14:01:31","35-44"
"bc64ebcad6658b3b880c4ccc654fb1c4","ios","2021-01-02 20:08:49","100099","2021-01-02 20:19:49","45-54"
"c31ce422c2d006bf1b8a37574c655eb6","ios","2021-01-02 20:13:47","100100","2021-01-04 15:45:47","45-54"
"97405ecdc71430a716593251e62c0712","ios","2021-01-02 21:21:39","100102","2021-01-04 08:54:39","25-34"
"567d9fac042d865553b1cbc02e1b4147","web","2021-01-02 22:16:07","100104","2021-01-03 00:27:07","35-44"
"9225191117eb66e7aa9a6a315ae66f3b","android","2021-01-02 22:35:47","100106","2021-01-03 23:27:47","35-44"
"0eea99a0f4ffc13aaeda6725b681689e","ios","2021-01-02 23:45:25","100108","2021-01-03 01:22:25","35-44"
"a543ffbc4e660f69ec48b7905a2dffef","ios","2021-01-03 00:12:55","100109","2021-01-04 09:50:55","18-24"
"00c48ea6c044149eafed9dcd8423c6d7","android","2021-01-03 00:20:42","100110","2021-01-04 07:20:42","25-34"
"d2791bf3a89c5b51cd55d5930d3d1eeb","ios","2021-01-03 01:03:21","100111","2021-01-03 14:05:21","35-44"
"ae638d8046ffa13c7a6a6bbedc861591","ios","2021-01-03 03:01:36","100113","2021-01-04 00:01:36","18-24"
"875f52b4761a669731fb501867d16044","ios","2021-01-03 03:21:35","100114","2021-01-04 16:28:35","35-44"
"d8d17e23c66bdd6f92d57b9320f60422","ios","2021-01-03 03:28:33","100115","2021-01-04 00:06:33","45-54"
"80d5496e886e645d14079e82427fcffe","android","2021-01-03 03:49:28","100116","2021-01-03 20:20:28","35-44"
"068c7a3a3561a8d764878c97a7d85d49","ios","2021-01-03 05:37:38","100117","2021-01-04 08:55:38","25-34"
"97db0616977b2cea48c710907916b6a0","android","2021-01-03 05:44:31","100118","2021-01-04 05:42:31","35-44"
"6ea193a5e9a26289cad93bb4126c2aa1","ios","2021-01-03 05:49:17","100119","2021-01-03 22:35:17","35-44"
"97666ebdd300f6d34c1d7ee36a9a658e","ios","2021-01-03 07:13:40","100120","2021-01-05 03:24:40","45-54"
"da6bebad3491a4339b84c1be238d5859","android","2021-01-03 08:29:09","100122","2021-01-03 21:14:09","35-44"
"2a5b90cd99c6723fcde566232d16161d","ios","2021-01-03 08:36:24","100123","2021-01-04 21:53:24","35-44"
"4dea698e3108ce4c435889762187c20e","ios","2021-01-03 08:40:36","100124","2021-01-05 04:31:36","35-44"
"7d176547b19ecffa94c6e446ce18cd78","android","2021-01-03 08:49:04","100125","2021-01-05 03:26:04","35-44"
"8ae0cd1356eb4ceaf90514692be545bc","web","2021-01-03 09:55:54","100126","2021-01-05 02:11:54","45-54"
"fcdd9205fbd3c708627b4bef63e1e414","ios","2021-01-03 10:26:50","100128","2021-01-04 20:31:50","18-24"
"49a0f8cacd0eecc1bd3cd7c3bff29c87","ios","2021-01-03 10:38:37","100129","2021-01-03 10:56:37","18-24"
"45d347bd6b126f1d99a3435715d23657","ios","2021-01-03 13:28:18","100131","2021-01-03 16:46:18","35-44"
"cbbce8546ea83e145de7257528f04b71","ios","2021-01-03 14:21:43","100133","2021-01-03 22:11:43","35-44"
"addd2ad9d4532b621a355d7aca753daa","android","2021-01-03 15:37:43","100134","2021-01-04 02:25:43","35-44"
"02be2cb23a0778bb4b841b81f6cb6a75","ios","2021-01-03 15:46:11","100135","2021-01-04 19:42:11","35-44"
"49efb7976b87df438f29b7a024955a66","ios","2021-01-03 16:16:51","100136","2021-01-05 07:18:51","35-44"
"c0a94cb96bf137952b6e21e7e87dc958","android","2021-01-03 16:28:29","100137","2021-01-05 15:23:29","35-44"
"cff6d9113b161bf7e234a01544a45e4c","ios","2021-01-03 16:42:09","100139","2021-01-04 00:52:09","18-24"
"38c3ab7ed7cb96b3987eab77b580fe4b","ios","2021-01-03 17:35:56","100141","2021-01-04 12:09:56","25-34"
"1ba650eda0a2b7589dd7adfc64781da1","android","2021-01-03 18:29:14","100142","2021-01-03 19:51:14","35-44"
"87a946efda06923822c78a2f4bfb038e","ios","2021-01-03 22:14:55","100146","2021-01-04 07:53:55","35-44"
"cdf0749c84d9ca15c068afd4be84f911","ios","2021-01-04 01:39:01","100148","2021-01-04 17:33:01","18-24"
"8e0511a28a11f79bb95e44cc4b3cd3d7","android","2021-01-04 02:01:14","100150","2021-01-04 20:41:14","18-24"
"4e4bc3c4c8311af2eb14dbf52c33271e","ios","2021-01-04 02:09:23","100151","2021-01-06 01:20:23","18-24"
"fc2b71fa2214d7dd62206c981d76c863","ios","2021-01-04 02:32:00","100152","2021-01-05 09:12:00","35-44"
"23c52c13532bb92d79a0872310b65773","ios","2021-01-04 03:21:05","100153","2021-01-05 01:58:05","25-34"
"c8348e9a08f7ccef09e269b6d8541152","android","2021-01-04 03:42:59","100156","2021-01-06 00:28:59","18-24"
"ec0d218782ef1778c533c4ce2de5d763","ios","2021-01-04 03:59:00","100157","2021-01-05 23:36:00","18-24"
"5fbbc23930c478460288e8ba319869b9","android","2021-01-04 04:12:42","100158","2021-01-04 18:40:42","35-44"
"d797e681a438010d2f98d19964c7d81b","ios","2021-01-04 05:03:33","100159","2021-01-04 17:39:33","45-54"
"67f03429d909f9e9733a1297ceca8f44","ios","2021-01-04 05:23:44","100160","2021-01-05 13:46:44","18-24"
"4004bcd6c7108a056b1b5760098e855e","web","2021-01-04 05:35:57","100161","2021-01-05 06:25:57","18-24"
"712199fe451f63c41715c17ce426ca20","ios","2021-01-04 06:27:41","100163","2021-01-05 19:36:41","35-44"
"3adb72b65e1e4517c0dd4a32b68087e3","ios","2021-01-04 06:56:39","100165","2021-01-04 08:46:39","18-24"
"213a13dd7c265a6ed104701ad88938c1","ios","2021-01-04 07:09:25","100166","2021-01-05 03:31:25","35-44"
"c47d9e1116c0b026d86a47a00e820a09","android","2021-01-04 07:26:36","100167","2021-01-05 06:45:36","35-44"
"9ca45e0a91870ca72585d3e7b0e6d97a","ios","2021-01-04 07:57:56","100168","2021-01-05 06:09:56","25-34"
"61bdee39edd1a9629c08a70a0212b2e8","android","2021-01-04 07:59:44","100169","2021-01-05 23:06:44","18-24"
"1ec702bcf0495c30d92192082c69921b","ios","2021-01-04 07:59:47","100170","2021-01-05 01:55:47","35-44"
"8050dd85d0c1f234bd84b6424caecf80","ios","2021-01-04 08:03:06","100171","2021-01-04 08:37:06","18-24"
"a6f22b5a6190372c5953770724eff391","ios","2021-01-04 08:08:10","100172","2021-01-06 02:27:10","35-44"
"a5d1a4ba26d7af82666494d2df19c0c2","android","2021-01-04 08:09:29","100173","2021-01-05 12:46:29","35-44"
"af3cdd72409c5659ae2c8c3058de46fa","ios","2021-01-04 08:14:22","100174","2021-01-05 10:09:22","45-54"
"0de4d015cade5b0cb6cc481239383322","ios","2021-01-04 08:21:56","100175","2021-01-04 18:58:56","35-44"
"cf5e3c554d2f155eb7d0729d18234b44","ios","2021-01-04 08:34:40","100177","2021-01-05 11:44:40","35-44"
"e345bcc6446e731fdd10a612e24246f8","web","2021-01-04 10:24:52","100179","2021-01-05 19:02:52","35-44"
"e19140ae3dee9fecbe43b8eb1d4d648f","ios","2021-01-04 10:33:12","100180","2021-01-06 01:34:12","18-24"
"0641b999d4515c48515b39515de266c9","ios","2021-01-04 10:57:35","100181","2021-01-04 18:49:35","35-44"
"fdbb8d6de9670735e09bc03a107fb2ed","ios","2021-01-04 11:08:57","100182","2021-01-06 05:01:57","35-44"
"629205c059645f68df7c644c5d8eb15d","android","2021-01-04 12:26:43","100185","2021-01-06 02:37:43","45-54"
"2a88e21145b562c01dadf4fdc135b7e1","android","2021-01-04 14:52:22","100186","2021-01-05 10:17:22","45-54"
"b14a79ebfd23ce37fe223bd17d692394","android","2021-01-04 14:53:29","100187","2021-01-06 12:13:29","35-44"
"7901f39e07be6c7c4eedb168686c8823","ios","2021-01-04 15:51:30","100188","2021-01-05 21:42:30","45-54"
"720f1f75e50e4984420fec40d1ba9a66","android","2021-01-04 18:02:49","100191","2021-01-05 07:39:49","25-34"
"6f9a231e50ca4d88a3d663a65666e5d3","ios","2021-01-04 18:05:09","100192","2021-01-05 04:38:09","25-34"
"33235bb19e7be7f91543e7d77a3a9d6d","ios","2021-01-04 18:14:50","100193","2021-01-06 11:45:50","45-54"
"0b32c80b259ea9bd6077d2720afb06ac","ios","2021-01-04 19:13:15","100194","2021-01-05 09:54:15","18-24"
"5e2a58c71933f83adb089f317aea606b","ios","2021-01-04 19:37:45","100195","2021-01-06 17:38:45","35-44"
"a51637db39a7ca5601e22e0ef4f1e3ba","ios","2021-01-04 19:43:40","100196","2021-01-06 12:00:40","35-44"
"2178fee2dafaa57d78c58d4dc6ecc14c","ios","2021-01-04 20:18:27","100197","2021-01-06 12:48:27","35-44"
"9c24eda241896e69871da382a133b0c9","android","2021-01-04 20:51:36","100199","2021-01-05 20:33:36","35-44"
"fa496219e075c1048782ce23d13f0a8b","ios","2021-01-04 21:31:12","100200","2021-01-05 00:56:12","35-44"
"a218c4e450879595e068691bcd39a6af","web","2021-01-04 21:31:29","100201","2021-01-05 06:05:29","35-44"
"0539150370d144980e1b829b74cb2ad6","ios","2021-01-04 21:43:39","100202","2021-01-06 04:14:39","25-34"
"9299043ec7a065018bc0cdbeadf81471","ios","2021-01-04 22:19:50","100203","2021-01-05 15:04:50","35-44"
"41db22a2deb58995aa798384ec5f6424","ios","2021-01-04 23:05:44","100204","2021-01-05 10:50:44","18-24"
"e6ad42379b3e70ad7207c270abd6dcc1","ios","2021-01-04 23:27:33","100205","2021-01-06 00:09:33","18-24"
"b2ac76eb0612587d327771e8815ef49e","android","2021-01-04 23:54:53","100206","2021-01-05 18:59:53","25-34"
"87f19fa904f96b5828870957d2da7d13","ios","2021-01-04 23:59:48","100207","2021-01-05 03:30:48","35-44"
"1ea616b8733bdaa0158742ef42c1d521","ios","2021-01-05 00:09:43","100208","2021-01-06 04:41:43","35-44"
"d06a2105cd0fdb541e5c88d2864ba7e9","ios","2021-01-05 00:17:40","100209","2021-01-06 12:13:40","45-54"
"d385ec08f73d18bc83db50442a64856b","ios","2021-01-05 00:29:17","100210","2021-01-06 21:18:17","18-24"
"5f31b71913f1f743eed28ca75e3f1eb1","ios","2021-01-05 02:14:30","100211","2021-01-05 04:13:30","45-54"
"82ed2e4ad9780d8486ef334faf27e979","android","2021-01-05 02:56:47","100214","2021-01-06 04:40:47","18-24"
"b8e0b5ca75f46d9ee53dd60aeaf9c3c8","android","2021-01-05 03:20:17","100216","2021-01-06 14:43:17","35-44"
"39bfc47746bfaab3b4ba2f6702738435","ios","2021-01-05 03:27:53","100217","2021-01-07 03:18:53","35-44"
"f0e339d3292cfd75a6cb83963911a5c4","android","2021-01-05 03:30:13","100218","2021-01-05 08:18:13","25-34"
"c65ccad086a40f2ca35fbfe95b6e06d9","ios","2021-01-05 03:52:13","100219","2021-01-07 03:12:13","35-44"
"ff65be2c82aaa4380e149d0b17120836","ios","2021-01-05 03:55:53","100220","2021-01-06 11:04:53","45-54"
"dc81e6343f846553072ed96146808dba","ios","2021-01-05 05:01:50","100222","2021-01-06 20:36:50","35-44"
"55c73332a6ca14aef85f9b4f9aefe1f2","web","2021-01-05 07:16:57","100225","2021-01-06 06:21:57","25-34"
"761c286f73df8eea50bdcf7d0d4b7a8a","ios","2021-01-05 07:28:00","100226","2021-01-06 02:20:00","18-24"
"3d3661dd6ea3e9cf3e50cdea6ab13b02","ios","2021-01-05 08:56:44","100228","2021-01-06 05:08:44","35-44"
"7caa3520dd2cac17c8eb5f5e7eca4112","ios","2021-01-05 10:53:13","100231","2021-01-07 05:17:13","45-54"
"2ad2559b4a1177abe54fde49be52ff39","android","2021-01-05 13:04:17","100233","2021-01-06 13:44:17","35-44"
"97f4f025477d32cc5516a7e51692fb7f","ios","2021-01-05 14:19:35","100235","2021-01-06 07:29:35","25-34"
"bb2a0da712a62ca013bc5dbc134fb00c","ios","2021-01-05 15:00:35","100237","2021-01-07 04:59:35","25-34"
"750c96f2491e15a6f0cd980f259aa4d3","ios","2021-01-05 15:35:03","100239","2021-01-05 21:55:03","35-44"
"f7633aaeac6451ba45599e220281a282","ios","2021-01-05 15:42:55","100240","2021-01-05 17:45:55","25-34"
"54007946db85213d8e783fbc5a8d5b67","ios","2021-01-05 16:12:26","100241","2021-01-05 23:00:26","35-44"
"e2e894f6f9ecbfb7a446626f7730650f","android","2021-01-05 16:24:15","100242","2021-01-07 10:14:15","35-44"
"488d6f04c94610836fdbebd082564aec","ios","2021-01-05 17:44:54","100244","2021-01-06 11:04:54","45-54"
"051df7dd8a5a01df7c662d7da4279c2e","ios","2021-01-05 23:17:20","100248","2021-01-06 01:50:20","25-34"
"45b25a663335a3deaac4c7dfff0f3452","ios","2021-01-06 00:09:57","100251","2021-01-06 10:45:57","45-54"
"64ca28bfe7d23b6ad0e56e4153ff9bc2","ios","2021-01-06 00:57:46","100253","2021-01-06 11:09:46","35-44"
"d3ecd0087a650f1630c1094713fc47c2","ios","2021-01-06 02:51:00","100256","2021-01-06 16:04:00","35-44"
"67794f2564bd64cd0b45ca52abfa04ae","web","2021-01-06 03:29:23","100258","2021-01-07 20:03:23","35-44"
"b8d59eb98bb4a5e5984678fbd664319e","ios","2021-01-06 06:52:31","100259","2021-01-06 22:29:31","25-34"
"23da514df7b731f343ac34fea6aa6233","web","2021-01-06 06:52:55","100260","2021-01-06 11:50:55","35-44"
"8ded3bd8fcf1cd52a5e46fd11deb1374","android","2021-01-06 07:02:17","100261","2021-01-08 03:58:17","35-44"
"c92dbc31a70e396c6fa5ee0e2d7f28a7","ios","2021-01-06 08:49:56","100263","2021-01-06 15:18:56","18-24"
"7882917d43d3a7c7962527473afdc6e2","android","2021-01-06 08:58:12","100264","2021-01-07 09:04:12","35-44"
"ea493bd5255c0c4ac8c2bd742d763274","ios","2021-01-06 08:58:37","100265","2021-01-07 23:30:37","35-44"
"c48333adc40a40ba74a51b26725e51a3","ios","2021-01-06 09:02:17","100266","2021-01-07 03:34:17","25-34"
"de7bab581469003a23491f15028eac66","ios","2021-01-06 09:43:34","100268","2021-01-06 14:15:34","35-44"
"4b9a3757b67dbd630575a77fd9804934","ios","2021-01-06 10:10:13","100269","2021-01-07 00:32:13","25-34"
"cfd211b51c954550580db905615d1a8a","android","2021-01-06 10:25:43","100270","2021-01-07 06:38:43","35-44"
"237eb49e32c1057633c4e7a373e73e18","ios","2021-01-06 10:47:32","100271","2021-01-07 05:01:32","25-34"
"a13500a1737b4767c7b1d2f66488549a","android","2021-01-06 11:08:44","100272","2021-01-08 04:13:44","25-34"
"b860866dbd5be1ab590812254d2f064e","android","2021-01-06 11:19:30","100273","2021-01-06 20:03:30","25-34"
"49078f5281a8816e27a8a5b45bd7981e","web","2021-01-06 11:43:51","100274","2021-01-07 03:32:51","25-34"
"18e62841954b41830311d54f522b45ea","ios","2021-01-06 12:43:33","100275","2021-01-08 07:12:33","25-34"
"8cf6d169b9c6ed7e9e9f193d71ca5ca2","android","2021-01-06 12:55:45","100276","2021-01-07 16:06:45","18-24"
"2eba691046e286d4f295d560432f143e","android","2021-01-06 14:10:54","100278","2021-01-07 00:19:54","35-44"
"7c3cfa454c6a89bc25c770459f820799","ios","2021-01-06 14:53:43","100279","2021-01-07 12:22:43","45-54"
"9c24ae84c95c9a904aafe022e16bd0f6","android","2021-01-06 15:56:10","100280","2021-01-06 18:26:10","45-54"
"341f0838ef2bb2b3b127e6fffdcca8a9","ios","2021-01-06 16:44:01","100281","2021-01-07 01:54:01","35-44"
"1c33931c956e4448f07d304bfb39fb86","ios","2021-01-06 17:07:57","100282","2021-01-08 09:19:57","35-44"
"0ed483e14fd1dc5a708c4fba1e45f346","ios","2021-01-06 17:39:53","100284","2021-01-08 13:46:53","25-34"
"25f94b2bacf698dd83e5dcc2e0aa19ac","ios","2021-01-06 17:53:02","100285","2021-01-07 12:24:02","35-44"
"be78254343752f24517a9494a32abd27","ios","2021-01-06 19:04:38","100288","2021-01-07 03:54:38","25-34"
"d31f45fbd00484c948a7e6f554eafdbf","ios","2021-01-06 19:06:31","100289","2021-01-08 10:18:31","25-34"
"2d0bc068af8a7df996330dea28415f8b","ios","2021-01-06 19:31:10","100290","2021-01-07 13:06:10","35-44"
"6fcbd2928235b17665bdfb3a79f7946d","ios","2021-01-06 19:44:06","100291","2021-01-07 21:11:06","45-54"
"e056b5566e434500a2d100e86b0185c0","ios","2021-01-06 20:55:37","100292","2021-01-08 09:14:37","25-34"
"6b7a799ccc715bb77b5f566aeeef578b","web","2021-01-06 21:08:09","100293","2021-01-07 09:24:09","18-24"
"682428b0555a0940a735e7d52497a1f0","ios","2021-01-06 21:17:47","100294","2021-01-08 16:29:47","35-44"
"7b9c8bb8ee0981bd2b97b24b0fe37480","ios","2021-01-06 21:36:06","100295","2021-01-08 09:23:06","18-24"
"6301e12d234270ef6ea25ab2e2758b49","android","2021-01-06 22:15:36","100296","2021-01-07 19:57:36","25-34"
"6f2c7773d0e3941d329ea0a5bfefda2d","ios","2021-01-06 22:47:32","100297","2021-01-07 21:58:32","35-44"
"3b7a062129ed032554d1a51bcbc36c4b","ios","2021-01-06 23:07:54","100298","2021-01-07 08:12:54","25-34"
"d8fc752226cc9e882ec8584832370c2a","ios","2021-01-06 23:22:07","100299","2021-01-08 21:42:07","45-54"
"9b94373cb47bde9062d68697aa3b9694","ios","2021-01-06 23:41:18","100301","2021-01-07 05:52:18","18-24"
"c15c1182c50c999820911a78ced36b18","ios","2021-01-06 23:41:22","100302","2021-01-08 03:30:22","35-44"
"10ec8200515858c7dfc8a8b16915d99c","ios","2021-01-07 00:17:52","100303","2021-01-07 21:44:52","35-44"
"c2fcd173a38ed9c0e2b260deaecdcadf","ios","2021-01-07 01:09:56","100305","2021-01-08 23:35:56","25-34"
"7023c3db8620aeb23d701c690702a24b","android","2021-01-07 01:10:20","100306","2021-01-08 07:55:20","25-34"
"e2c7f1ec640068c12e8d1c3f9298a564","ios","2021-01-07 01:38:37","100307","2021-01-08 20:09:37","35-44"
"b8ca1daf708fc9926ccab63e4ee2154a","ios","2021-01-07 01:45:06","100308","2021-01-08 20:49:06","25-34"
"58020a343b4f61b77ab93cbfce26e526","ios","2021-01-07 02:12:59","100309","2021-01-07 19:03:59","45-54"
